country_region,date,confirmed,yesterday_confirmed,daily_case_increase
Mauritania,2020-04-28,7,7.0,0.0
Mauritania,2020-04-29,8,7.0,1.0
Mauritania,2020-04-30,8,8.0,0.0
Mauritania,2020-05-01,8,8.0,0.0
Mauritania,2020-05-02,8,8.0,0.0
Mauritania,2020-05-03,8,8.0,0.0
Mauritania,2020-05-04,8,8.0,0.0
Mauritania,2020-05-05,8,8.0,0.0
Mauritania,2020-05-06,8,8.0,0.0
Mauritania,2020-05-07,8,8.0,0.0
Mauritania,2020-05-08,8,8.0,0.0
Mauritania,2020-05-09,8,8.0,0.0
Mauritania,2020-05-10,8,8.0,0.0
Mauritania,2020-05-11,8,8.0,0.0
Mauritania,2020-05-12,9,8.0,1.0
Mauritania,2020-05-13,15,9.0,6.0
Mauritania,2020-05-14,20,15.0,5.0
Mauritania,2020-05-15,29,20.0,9.0
Mauritania,2020-05-16,40,29.0,11.0
Mauritania,2020-05-17,62,40.0,22.0
Mauritania,2020-05-18,81,62.0,19.0
Mauritania,2020-05-19,131,81.0,50.0
Mauritania,2020-05-20,141,131.0,10.0
Mauritania,2020-05-21,173,141.0,32.0
Mauritania,2020-05-22,200,173.0,27.0
Mauritania,2020-05-23,227,200.0,27.0
Mauritania,2020-05-24,237,227.0,10.0
Mauritania,2020-05-25,262,237.0,25.0
Mauritania,2020-05-26,268,262.0,6.0
Mauritania,2020-05-27,292,268.0,24.0
Mauritania,2020-05-28,346,292.0,54.0
Mauritania,2020-05-29,423,346.0,77.0
Mauritania,2020-05-30,483,423.0,60.0
Mauritania,2020-05-31,530,483.0,47.0
Mauritania,2020-06-01,588,530.0,58.0
Mauritania,2020-06-02,668,588.0,80.0
Mauritania,2020-06-03,745,668.0,77.0
Mauritania,2020-06-04,784,745.0,39.0
Mauritania,2020-06-05,883,784.0,99.0
Mauritania,2020-06-06,947,883.0,64.0
Mauritania,2020-06-07,1049,947.0,102.0
Mauritania,2020-06-08,1104,1049.0,55.0
Mauritania,2020-06-09,1162,1104.0,58.0
Mauritania,2020-06-10,1283,1162.0,121.0
Mauritania,2020-06-11,1439,1283.0,156.0
Mauritania,2020-06-12,1572,1439.0,133.0
Mauritania,2020-06-13,1682,1572.0,110.0
Mauritania,2020-06-14,1783,1682.0,101.0
Mauritania,2020-06-15,1887,1783.0,104.0
Mauritania,2020-06-16,2057,1887.0,170.0
Mauritania,2020-06-17,2223,2057.0,166.0
Mauritania,2020-06-18,2424,2223.0,201.0
Mauritania,2020-06-19,2621,2424.0,197.0
Mauritania,2020-06-20,2813,2621.0,192.0
Mauritania,2020-06-21,2984,2813.0,171.0
Mauritania,2020-06-22,3121,2984.0,137.0
Mauritania,2020-06-23,3292,3121.0,171.0
Mauritania,2020-06-24,3519,3292.0,227.0
Mauritania,2020-06-25,3739,3519.0,220.0
Mauritania,2020-06-26,3907,3739.0,168.0
Mauritania,2020-06-27,4025,3907.0,118.0
Mauritania,2020-06-28,4149,4025.0,124.0
Mauritania,2020-06-29,4237,4149.0,88.0
Mauritania,2020-06-30,4363,4237.0,126.0
Mauritania,2020-07-01,4472,4363.0,109.0
Mauritania,2020-07-02,4606,4472.0,134.0
Mauritania,2020-07-03,4705,4606.0,99.0
Mauritania,2020-07-04,4827,4705.0,122.0
Mauritania,2020-07-05,4879,4827.0,52.0
Mauritania,2020-07-06,4948,4879.0,69.0
Mauritania,2020-07-07,5024,4948.0,76.0
Mauritania,2020-07-08,5087,5024.0,63.0
Mauritania,2020-07-09,5126,5087.0,39.0
Mauritania,2020-07-10,5203,5126.0,77.0
Mauritania,2020-07-11,5275,5203.0,72.0
Mauritania,2020-07-12,5355,5275.0,80.0
Mauritania,2020-07-13,5446,5355.0,91.0
Mauritania,2020-07-14,5518,5446.0,72.0
Mauritania,2020-07-15,5564,5518.0,46.0
Mauritania,2020-07-16,5659,5564.0,95.0
Mauritania,2020-07-17,5710,5659.0,51.0
Mauritania,2020-07-18,5813,5710.0,103.0
Mauritania,2020-07-19,5873,5813.0,60.0
Mauritania,2020-07-20,5923,5873.0,50.0
Mauritania,2020-07-21,5985,5923.0,62.0
Mauritania,2020-07-22,6027,5985.0,42.0
Mauritania,2020-07-23,6067,6027.0,40.0
Mauritania,2020-07-24,6116,6067.0,49.0
Mauritania,2020-07-25,6151,6116.0,35.0
Mauritania,2020-07-26,6171,6151.0,20.0
Mauritania,2020-07-27,6208,6171.0,37.0
Mauritius,2020-01-22,0,,
Mauritius,2020-01-23,0,0.0,0.0
Mauritius,2020-01-24,0,0.0,0.0
Mauritius,2020-01-25,0,0.0,0.0
Mauritius,2020-01-26,0,0.0,0.0
Mauritius,2020-01-27,0,0.0,0.0
Mauritius,2020-01-28,0,0.0,0.0
Mauritius,2020-01-29,0,0.0,0.0
Mauritius,2020-01-30,0,0.0,0.0
Mauritius,2020-01-31,0,0.0,0.0
Mauritius,2020-02-01,0,0.0,0.0
Mauritius,2020-02-02,0,0.0,0.0
Mauritius,2020-02-03,0,0.0,0.0
Mauritius,2020-02-04,0,0.0,0.0
Mauritius,2020-02-05,0,0.0,0.0
Mauritius,2020-02-06,0,0.0,0.0
Mauritius,2020-02-07,0,0.0,0.0
Mauritius,2020-02-08,0,0.0,0.0
Mauritius,2020-02-09,0,0.0,0.0
Mauritius,2020-02-10,0,0.0,0.0
Mauritius,2020-02-11,0,0.0,0.0
Mauritius,2020-02-12,0,0.0,0.0
Mauritius,2020-02-13,0,0.0,0.0
Mauritius,2020-02-14,0,0.0,0.0
Mauritius,2020-02-15,0,0.0,0.0
Mauritius,2020-02-16,0,0.0,0.0
Mauritius,2020-02-17,0,0.0,0.0
Mauritius,2020-02-18,0,0.0,0.0
Mauritius,2020-02-19,0,0.0,0.0
Mauritius,2020-02-20,0,0.0,0.0
Mauritius,2020-02-21,0,0.0,0.0
Mauritius,2020-02-22,0,0.0,0.0
Mauritius,2020-02-23,0,0.0,0.0
Mauritius,2020-02-24,0,0.0,0.0
Mauritius,2020-02-25,0,0.0,0.0
Mauritius,2020-02-26,0,0.0,0.0
Mauritius,2020-02-27,0,0.0,0.0
Mauritius,2020-02-28,0,0.0,0.0
Mauritius,2020-02-29,0,0.0,0.0
Mauritius,2020-03-01,0,0.0,0.0
Mauritius,2020-03-02,0,0.0,0.0
Mauritius,2020-03-03,0,0.0,0.0
Mauritius,2020-03-04,0,0.0,0.0
Mauritius,2020-03-05,0,0.0,0.0
Mauritius,2020-03-06,0,0.0,0.0
Mauritius,2020-03-07,0,0.0,0.0
Mauritius,2020-03-08,0,0.0,0.0
Mauritius,2020-03-09,0,0.0,0.0
Mauritius,2020-03-10,0,0.0,0.0
Mauritius,2020-03-11,0,0.0,0.0
Mauritius,2020-03-12,0,0.0,0.0
Mauritius,2020-03-13,0,0.0,0.0
Mauritius,2020-03-14,0,0.0,0.0
Mauritius,2020-03-15,0,0.0,0.0
Mauritius,2020-03-16,0,0.0,0.0
Mauritius,2020-03-17,0,0.0,0.0
Mauritius,2020-03-18,3,0.0,3.0
Mauritius,2020-03-19,3,3.0,0.0
Mauritius,2020-03-20,12,3.0,9.0
Mauritius,2020-03-21,14,12.0,2.0
Mauritius,2020-03-22,28,14.0,14.0
Mauritius,2020-03-23,36,28.0,8.0
Mauritius,2020-03-24,42,36.0,6.0
Mauritius,2020-03-25,48,42.0,6.0
Mauritius,2020-03-26,81,48.0,33.0
Mauritius,2020-03-27,94,81.0,13.0
Mauritius,2020-03-28,102,94.0,8.0
Mauritius,2020-03-29,107,102.0,5.0
Mauritius,2020-03-30,128,107.0,21.0
Mauritius,2020-03-31,143,128.0,15.0
Mauritius,2020-04-01,161,143.0,18.0
Mauritius,2020-04-02,169,161.0,8.0
Mauritius,2020-04-03,186,169.0,17.0
Mauritius,2020-04-04,196,186.0,10.0
Mauritius,2020-04-05,227,196.0,31.0
Mauritius,2020-04-06,244,227.0,17.0
Mauritius,2020-04-07,268,244.0,24.0
Mauritius,2020-04-08,273,268.0,5.0
Mauritius,2020-04-09,314,273.0,41.0
Mauritius,2020-04-10,318,314.0,4.0
Mauritius,2020-04-11,319,318.0,1.0
Mauritius,2020-04-12,324,319.0,5.0
Mauritius,2020-04-13,324,324.0,0.0
Mauritius,2020-04-14,324,324.0,0.0
Mauritius,2020-04-15,324,324.0,0.0
Mauritius,2020-04-16,324,324.0,0.0
Mauritius,2020-04-17,324,324.0,0.0
Mauritius,2020-04-18,325,324.0,1.0
Mauritius,2020-04-19,328,325.0,3.0
Mauritius,2020-04-20,328,328.0,0.0
Mauritius,2020-04-21,328,328.0,0.0
Mauritius,2020-04-22,329,328.0,1.0
Mauritius,2020-04-23,331,329.0,2.0
Mauritius,2020-04-24,331,331.0,0.0
Mauritius,2020-04-25,331,331.0,0.0
Mauritius,2020-04-26,332,331.0,1.0
Mauritius,2020-04-27,334,332.0,2.0
Mauritius,2020-04-28,334,334.0,0.0
Mauritius,2020-04-29,332,334.0,-2.0
Mauritius,2020-04-30,332,332.0,0.0
Mauritius,2020-05-01,332,332.0,0.0
Mauritius,2020-05-02,332,332.0,0.0
Mauritius,2020-05-03,332,332.0,0.0
Mauritius,2020-05-04,332,332.0,0.0
Mauritius,2020-05-05,332,332.0,0.0
Mauritius,2020-05-06,332,332.0,0.0
Mauritius,2020-05-07,332,332.0,0.0
Mauritius,2020-05-08,332,332.0,0.0
Mauritius,2020-05-09,332,332.0,0.0
Mauritius,2020-05-10,332,332.0,0.0
Mauritius,2020-05-11,332,332.0,0.0
Mauritius,2020-05-12,332,332.0,0.0
Mauritius,2020-05-13,332,332.0,0.0
Mauritius,2020-05-14,332,332.0,0.0
Mauritius,2020-05-15,332,332.0,0.0
Mauritius,2020-05-16,332,332.0,0.0
Mauritius,2020-05-17,332,332.0,0.0
Mauritius,2020-05-18,332,332.0,0.0
Mauritius,2020-05-19,332,332.0,0.0
Mauritius,2020-05-20,332,332.0,0.0
Mauritius,2020-05-21,332,332.0,0.0
Mauritius,2020-05-22,332,332.0,0.0
Mauritius,2020-05-23,332,332.0,0.0
Mauritius,2020-05-24,334,332.0,2.0
Mauritius,2020-05-25,334,334.0,0.0
Mauritius,2020-05-26,334,334.0,0.0
Mauritius,2020-05-27,334,334.0,0.0
Mauritius,2020-05-28,334,334.0,0.0
Mauritius,2020-05-29,335,334.0,1.0
Mauritius,2020-05-30,335,335.0,0.0
Mauritius,2020-05-31,335,335.0,0.0
Mauritius,2020-06-01,335,335.0,0.0
Mauritius,2020-06-02,335,335.0,0.0
Mauritius,2020-06-03,335,335.0,0.0
Mauritius,2020-06-04,335,335.0,0.0
Mauritius,2020-06-05,337,335.0,2.0
Mauritius,2020-06-06,337,337.0,0.0
Mauritius,2020-06-07,337,337.0,0.0
Mauritius,2020-06-08,337,337.0,0.0
Mauritius,2020-06-09,337,337.0,0.0
Mauritius,2020-06-10,337,337.0,0.0
Mauritius,2020-06-11,337,337.0,0.0
Mauritius,2020-06-12,337,337.0,0.0
Mauritius,2020-06-13,337,337.0,0.0
Mauritius,2020-06-14,337,337.0,0.0
Mauritius,2020-06-15,337,337.0,0.0
Mauritius,2020-06-16,337,337.0,0.0
Mauritius,2020-06-17,337,337.0,0.0
Mauritius,2020-06-18,337,337.0,0.0
Mauritius,2020-06-19,337,337.0,0.0
Mauritius,2020-06-20,337,337.0,0.0
Mauritius,2020-06-21,337,337.0,0.0
Mauritius,2020-06-22,340,337.0,3.0
Mauritius,2020-06-23,340,340.0,0.0
Mauritius,2020-06-24,341,340.0,1.0
Mauritius,2020-06-25,341,341.0,0.0
Mauritius,2020-06-26,341,341.0,0.0
Mauritius,2020-06-27,341,341.0,0.0
Mauritius,2020-06-28,341,341.0,0.0
Mauritius,2020-06-29,341,341.0,0.0
Mauritius,2020-06-30,341,341.0,0.0
Mauritius,2020-07-01,341,341.0,0.0
Mauritius,2020-07-02,341,341.0,0.0
Mauritius,2020-07-03,341,341.0,0.0
Mauritius,2020-07-04,341,341.0,0.0
Mauritius,2020-07-05,341,341.0,0.0
Mauritius,2020-07-06,342,341.0,1.0
Mauritius,2020-07-07,342,342.0,0.0
Mauritius,2020-07-08,342,342.0,0.0
Mauritius,2020-07-09,342,342.0,0.0
Mauritius,2020-07-10,342,342.0,0.0
Mauritius,2020-07-11,342,342.0,0.0
Mauritius,2020-07-12,342,342.0,0.0
Mauritius,2020-07-13,342,342.0,0.0
Mauritius,2020-07-14,342,342.0,0.0
Mauritius,2020-07-15,343,342.0,1.0
Mauritius,2020-07-16,343,343.0,0.0
Mauritius,2020-07-17,343,343.0,0.0
Mauritius,2020-07-18,343,343.0,0.0
Mauritius,2020-07-19,343,343.0,0.0
Mauritius,2020-07-20,343,343.0,0.0
Mauritius,2020-07-21,343,343.0,0.0
Mauritius,2020-07-22,343,343.0,0.0
Mauritius,2020-07-23,343,343.0,0.0
Mauritius,2020-07-24,344,343.0,1.0
Mauritius,2020-07-25,344,344.0,0.0
Mauritius,2020-07-26,344,344.0,0.0
Mauritius,2020-07-27,344,344.0,0.0
Mexico,2020-01-22,0,,
Mexico,2020-01-23,0,0.0,0.0
Mexico,2020-01-24,0,0.0,0.0
Mexico,2020-01-25,0,0.0,0.0
Mexico,2020-01-26,0,0.0,0.0
Mexico,2020-01-27,0,0.0,0.0
Mexico,2020-01-28,0,0.0,0.0
Mexico,2020-01-29,0,0.0,0.0
Mexico,2020-01-30,0,0.0,0.0
Mexico,2020-01-31,0,0.0,0.0
Mexico,2020-02-01,0,0.0,0.0
Mexico,2020-02-02,0,0.0,0.0
Mexico,2020-02-03,0,0.0,0.0
Mexico,2020-02-04,0,0.0,0.0
Mexico,2020-02-05,0,0.0,0.0
Mexico,2020-02-06,0,0.0,0.0
Mexico,2020-02-07,0,0.0,0.0
Mexico,2020-02-08,0,0.0,0.0
Mexico,2020-02-09,0,0.0,0.0
Mexico,2020-02-10,0,0.0,0.0
Mexico,2020-02-11,0,0.0,0.0
Mexico,2020-02-12,0,0.0,0.0
Mexico,2020-02-13,0,0.0,0.0
Mexico,2020-02-14,0,0.0,0.0
Mexico,2020-02-15,0,0.0,0.0
Mexico,2020-02-16,0,0.0,0.0
Mexico,2020-02-17,0,0.0,0.0
Mexico,2020-02-18,0,0.0,0.0
Mexico,2020-02-19,0,0.0,0.0
Mexico,2020-02-20,0,0.0,0.0
Mexico,2020-02-21,0,0.0,0.0
Mexico,2020-02-22,0,0.0,0.0
Mexico,2020-02-23,0,0.0,0.0
Mexico,2020-02-24,0,0.0,0.0
Mexico,2020-02-25,0,0.0,0.0
Mexico,2020-02-26,0,0.0,0.0
Mexico,2020-02-27,0,0.0,0.0
Mexico,2020-02-28,1,0.0,1.0
Mexico,2020-02-29,4,1.0,3.0
Mexico,2020-03-01,5,4.0,1.0
Mexico,2020-03-02,5,5.0,0.0
Mexico,2020-03-03,5,5.0,0.0
Mexico,2020-03-04,5,5.0,0.0
Mexico,2020-03-05,5,5.0,0.0
Mexico,2020-03-06,6,5.0,1.0
Mexico,2020-03-07,6,6.0,0.0
Mexico,2020-03-08,7,6.0,1.0
Mexico,2020-03-09,7,7.0,0.0
Mexico,2020-03-10,7,7.0,0.0
Mexico,2020-03-11,8,7.0,1.0
Mexico,2020-03-12,12,8.0,4.0
Mexico,2020-03-13,26,12.0,14.0
Mexico,2020-03-14,41,26.0,15.0
Mexico,2020-03-15,53,41.0,12.0
Mexico,2020-03-16,82,53.0,29.0
Mexico,2020-03-17,93,82.0,11.0
Mexico,2020-03-18,118,93.0,25.0
Mexico,2020-03-19,164,118.0,46.0
Mexico,2020-03-20,203,164.0,39.0
Mexico,2020-03-21,251,203.0,48.0
Mexico,2020-03-22,316,251.0,65.0
Mexico,2020-03-23,367,316.0,51.0
Mexico,2020-03-24,405,367.0,38.0
Mexico,2020-03-25,475,405.0,70.0
Mexico,2020-03-26,585,475.0,110.0
Mexico,2020-03-27,717,585.0,132.0
Mexico,2020-03-28,848,717.0,131.0
Mexico,2020-03-29,993,848.0,145.0
Mexico,2020-03-30,1094,993.0,101.0
Mexico,2020-03-31,1215,1094.0,121.0
Mexico,2020-04-01,1378,1215.0,163.0
Mexico,2020-04-02,1510,1378.0,132.0
Mexico,2020-04-03,1688,1510.0,178.0
Mexico,2020-04-04,1890,1688.0,202.0
Mexico,2020-04-05,2143,1890.0,253.0
Mexico,2020-04-06,2439,2143.0,296.0
Mexico,2020-04-07,2785,2439.0,346.0
Mexico,2020-04-08,3181,2785.0,396.0
Mexico,2020-04-09,3441,3181.0,260.0
Mexico,2020-04-10,3844,3441.0,403.0
Mexico,2020-04-11,4219,3844.0,375.0
Mexico,2020-04-12,4661,4219.0,442.0
Mexico,2020-04-13,5014,4661.0,353.0
Mexico,2020-04-14,5399,5014.0,385.0
Mexico,2020-04-15,5847,5399.0,448.0
Mexico,2020-04-16,6297,5847.0,450.0
Mexico,2020-04-17,6875,6297.0,578.0
Mexico,2020-04-18,7497,6875.0,622.0
Mexico,2020-04-19,8261,7497.0,764.0
Mexico,2020-04-20,8772,8261.0,511.0
Mexico,2020-04-21,9501,8772.0,729.0
Mexico,2020-04-22,10544,9501.0,1043.0
Mexico,2020-04-23,11633,10544.0,1089.0
Mexico,2020-04-24,12872,11633.0,1239.0
Mexico,2020-04-25,13842,12872.0,970.0
Mexico,2020-04-26,14677,13842.0,835.0
Mexico,2020-04-27,15529,14677.0,852.0
Mexico,2020-04-28,16752,15529.0,1223.0
Mexico,2020-04-29,17799,16752.0,1047.0
Mexico,2020-04-30,19224,17799.0,1425.0
Mexico,2020-05-01,20739,19224.0,1515.0
Mexico,2020-05-02,22088,20739.0,1349.0
Mexico,2020-05-03,23471,22088.0,1383.0
Mexico,2020-05-04,24905,23471.0,1434.0
Mexico,2020-05-05,26025,24905.0,1120.0
Mexico,2020-05-06,27634,26025.0,1609.0
Mexico,2020-05-07,29616,27634.0,1982.0
Mexico,2020-05-08,31522,29616.0,1906.0
Mexico,2020-05-09,33460,31522.0,1938.0
Mexico,2020-05-10,35022,33460.0,1562.0
Mexico,2020-05-11,36327,35022.0,1305.0
Mexico,2020-05-12,38324,36327.0,1997.0
Mexico,2020-05-13,40186,38324.0,1862.0
Mexico,2020-05-14,42595,40186.0,2409.0
Mexico,2020-05-15,45032,42595.0,2437.0
Mexico,2020-05-16,47144,45032.0,2112.0
Mexico,2020-05-17,49219,47144.0,2075.0
Mexico,2020-05-18,51633,49219.0,2414.0
Mexico,2020-05-19,54346,51633.0,2713.0
Mexico,2020-05-20,56594,54346.0,2248.0
Mexico,2020-05-21,59567,56594.0,2973.0
Mexico,2020-05-22,62527,59567.0,2960.0
Mexico,2020-05-23,65856,62527.0,3329.0
Mexico,2020-05-24,68620,65856.0,2764.0
Mexico,2020-05-25,71105,68620.0,2485.0
Mexico,2020-05-26,74560,71105.0,3455.0
Mexico,2020-05-27,78023,74560.0,3463.0
Mexico,2020-05-28,81400,78023.0,3377.0
Mexico,2020-05-29,84627,81400.0,3227.0
Mexico,2020-05-30,87512,84627.0,2885.0
Mexico,2020-05-31,90664,87512.0,3152.0
Mexico,2020-06-01,93435,90664.0,2771.0
Mexico,2020-06-02,97326,93435.0,3891.0
Mexico,2020-06-03,101238,97326.0,3912.0
Mexico,2020-06-04,105680,101238.0,4442.0
Mexico,2020-06-05,110026,105680.0,4346.0
Mexico,2020-06-06,113619,110026.0,3593.0
Mexico,2020-06-07,117103,113619.0,3484.0
Mexico,2020-06-08,120102,117103.0,2999.0
Mexico,2020-06-09,124301,120102.0,4199.0
Mexico,2020-06-10,129184,124301.0,4883.0
Mexico,2020-06-11,133974,129184.0,4790.0
Mexico,2020-06-12,139196,133974.0,5222.0
Mexico,2020-06-13,142690,139196.0,3494.0
Mexico,2020-06-14,146837,142690.0,4147.0
Mexico,2020-06-15,150264,146837.0,3427.0
Mexico,2020-06-16,154863,150264.0,4599.0
Mexico,2020-06-17,159793,154863.0,4930.0
Mexico,2020-06-18,165455,159793.0,5662.0
Mexico,2020-06-19,170485,165455.0,5030.0
Mexico,2020-06-20,175202,170485.0,4717.0
Mexico,2020-06-21,180545,175202.0,5343.0
Mexico,2020-06-22,185122,180545.0,4577.0
Mexico,2020-06-23,191410,185122.0,6288.0
Mexico,2020-06-24,196847,191410.0,5437.0
Mexico,2020-06-25,202951,196847.0,6104.0
Mexico,2020-06-26,208392,202951.0,5441.0
Mexico,2020-06-27,212802,208392.0,4410.0
Mexico,2020-06-28,216852,212802.0,4050.0
Mexico,2020-06-29,220657,216852.0,3805.0
Mexico,2020-06-30,226089,220657.0,5432.0
Mexico,2020-07-01,231770,226089.0,5681.0
Mexico,2020-07-02,238511,231770.0,6741.0
Mexico,2020-07-03,245251,238511.0,6740.0
Mexico,2020-07-04,252165,245251.0,6914.0
Mexico,2020-07-05,256848,252165.0,4683.0
Mexico,2020-07-06,261750,256848.0,4902.0
Mexico,2020-07-07,268008,261750.0,6258.0
Mexico,2020-07-08,275003,268008.0,6995.0
Mexico,2020-07-09,282283,275003.0,7280.0
Mexico,2020-07-10,289174,282283.0,6891.0
Mexico,2020-07-11,295268,289174.0,6094.0
Mexico,2020-07-12,299750,295268.0,4482.0
Mexico,2020-07-13,304435,299750.0,4685.0
Mexico,2020-07-14,311486,304435.0,7051.0
Mexico,2020-07-15,317635,311486.0,6149.0
Mexico,2020-07-16,324041,317635.0,6406.0
Mexico,2020-07-17,331298,324041.0,7257.0
Mexico,2020-07-18,338913,331298.0,7615.0
Mexico,2020-07-19,344224,338913.0,5311.0
Mexico,2020-07-20,349396,344224.0,5172.0
Mexico,2020-07-21,356255,349396.0,6859.0
Mexico,2020-07-22,362274,356255.0,6019.0
Mexico,2020-07-23,370712,362274.0,8438.0
Mexico,2020-07-24,378285,370712.0,7573.0
Mexico,2020-07-25,385036,378285.0,6751.0
Mexico,2020-07-26,390516,385036.0,5480.0
Mexico,2020-07-27,395489,390516.0,4973.0
Moldova,2020-01-22,0,,
Moldova,2020-01-23,0,0.0,0.0
Moldova,2020-01-24,0,0.0,0.0
Moldova,2020-01-25,0,0.0,0.0
Moldova,2020-01-26,0,0.0,0.0
Moldova,2020-01-27,0,0.0,0.0
Moldova,2020-01-28,0,0.0,0.0
Moldova,2020-01-29,0,0.0,0.0
Moldova,2020-01-30,0,0.0,0.0
Moldova,2020-01-31,0,0.0,0.0
Moldova,2020-02-01,0,0.0,0.0
Moldova,2020-02-02,0,0.0,0.0
Moldova,2020-02-03,0,0.0,0.0
Moldova,2020-02-04,0,0.0,0.0
Moldova,2020-02-05,0,0.0,0.0
Moldova,2020-02-06,0,0.0,0.0
Moldova,2020-02-07,0,0.0,0.0
Moldova,2020-02-08,0,0.0,0.0
Moldova,2020-02-09,0,0.0,0.0
Moldova,2020-02-10,0,0.0,0.0
Moldova,2020-02-11,0,0.0,0.0
Moldova,2020-02-12,0,0.0,0.0
Moldova,2020-02-13,0,0.0,0.0
Moldova,2020-02-14,0,0.0,0.0
Moldova,2020-02-15,0,0.0,0.0
Moldova,2020-02-16,0,0.0,0.0
Moldova,2020-02-17,0,0.0,0.0
Moldova,2020-02-18,0,0.0,0.0
Moldova,2020-02-19,0,0.0,0.0
Moldova,2020-02-20,0,0.0,0.0
Moldova,2020-02-21,0,0.0,0.0
Moldova,2020-02-22,0,0.0,0.0
Moldova,2020-02-23,0,0.0,0.0
Moldova,2020-02-24,0,0.0,0.0
Moldova,2020-02-25,0,0.0,0.0
Moldova,2020-02-26,0,0.0,0.0
Moldova,2020-02-27,0,0.0,0.0
Moldova,2020-02-28,0,0.0,0.0
Moldova,2020-02-29,0,0.0,0.0
Moldova,2020-03-01,0,0.0,0.0
Moldova,2020-03-02,0,0.0,0.0
Moldova,2020-03-03,0,0.0,0.0
Moldova,2020-03-04,0,0.0,0.0
Moldova,2020-03-05,0,0.0,0.0
Moldova,2020-03-06,0,0.0,0.0
Moldova,2020-03-07,0,0.0,0.0
Moldova,2020-03-08,1,0.0,1.0
Moldova,2020-03-09,1,1.0,0.0
Moldova,2020-03-10,3,1.0,2.0
Moldova,2020-03-11,3,3.0,0.0
Moldova,2020-03-12,3,3.0,0.0
Moldova,2020-03-13,6,3.0,3.0
Moldova,2020-03-14,12,6.0,6.0
Moldova,2020-03-15,23,12.0,11.0
Moldova,2020-03-16,23,23.0,0.0
Moldova,2020-03-17,30,23.0,7.0
Moldova,2020-03-18,30,30.0,0.0
Moldova,2020-03-19,49,30.0,19.0
Moldova,2020-03-20,66,49.0,17.0
Moldova,2020-03-21,80,66.0,14.0
Moldova,2020-03-22,94,80.0,14.0
Moldova,2020-03-23,109,94.0,15.0
Moldova,2020-03-24,125,109.0,16.0
Moldova,2020-03-25,149,125.0,24.0
Moldova,2020-03-26,177,149.0,28.0
Moldova,2020-03-27,199,177.0,22.0
Moldova,2020-03-28,231,199.0,32.0
Moldova,2020-03-29,263,231.0,32.0
Moldova,2020-03-30,298,263.0,35.0
Moldova,2020-03-31,353,298.0,55.0
Moldova,2020-04-01,423,353.0,70.0
Moldova,2020-04-02,505,423.0,82.0
Moldova,2020-04-03,591,505.0,86.0
Moldova,2020-04-04,752,591.0,161.0
Moldova,2020-04-05,864,752.0,112.0
Moldova,2020-04-06,965,864.0,101.0
Moldova,2020-04-07,1056,965.0,91.0
Moldova,2020-04-08,1174,1056.0,118.0
Moldova,2020-04-09,1289,1174.0,115.0
Moldova,2020-04-10,1438,1289.0,149.0
Moldova,2020-04-11,1560,1438.0,122.0
Moldova,2020-04-12,1662,1560.0,102.0
Moldova,2020-04-13,1712,1662.0,50.0
Moldova,2020-04-14,1934,1712.0,222.0
Moldova,2020-04-15,2049,1934.0,115.0
Moldova,2020-04-16,2154,2049.0,105.0
Moldova,2020-04-17,2264,2154.0,110.0
Moldova,2020-04-18,2378,2264.0,114.0
Moldova,2020-04-19,2472,2378.0,94.0
Moldova,2020-04-20,2548,2472.0,76.0
Moldova,2020-04-21,2614,2548.0,66.0
Moldova,2020-04-22,2778,2614.0,164.0
Moldova,2020-04-23,2926,2778.0,148.0
Moldova,2020-04-24,3110,2926.0,184.0
Moldova,2020-04-25,3304,3110.0,194.0
Moldova,2020-04-26,3408,3304.0,104.0
Moldova,2020-04-27,3481,3408.0,73.0
Moldova,2020-04-28,3638,3481.0,157.0
Moldova,2020-04-29,3771,3638.0,133.0
Moldova,2020-04-30,3897,3771.0,126.0
Moldova,2020-05-01,3980,3897.0,83.0
Moldova,2020-05-02,4052,3980.0,72.0
Moldova,2020-05-03,4121,4052.0,69.0
Moldova,2020-05-04,4248,4121.0,127.0
Moldova,2020-05-05,4363,4248.0,115.0
Moldova,2020-05-06,4476,4363.0,113.0
Moldova,2020-05-07,4605,4476.0,129.0
Moldova,2020-05-08,4728,4605.0,123.0
Moldova,2020-05-09,4867,4728.0,139.0
Moldova,2020-05-10,4927,4867.0,60.0
Moldova,2020-05-11,4995,4927.0,68.0
Moldova,2020-05-12,5154,4995.0,159.0
Moldova,2020-05-13,5406,5154.0,252.0
Moldova,2020-05-14,5553,5406.0,147.0
Moldova,2020-05-15,5745,5553.0,192.0
Moldova,2020-05-16,5934,5745.0,189.0
Moldova,2020-05-17,6060,5934.0,126.0
Moldova,2020-05-18,6138,6060.0,78.0
Moldova,2020-05-19,6340,6138.0,202.0
Moldova,2020-05-20,6553,6340.0,213.0
Moldova,2020-05-21,6704,6553.0,151.0
Moldova,2020-05-22,6847,6704.0,143.0
Moldova,2020-05-23,6994,6847.0,147.0
Moldova,2020-05-24,7093,6994.0,99.0
Moldova,2020-05-25,7147,7093.0,54.0
Moldova,2020-05-26,7305,7147.0,158.0
Moldova,2020-05-27,7537,7305.0,232.0
Moldova,2020-05-28,7725,7537.0,188.0
Moldova,2020-05-29,7896,7725.0,171.0
Moldova,2020-05-30,8098,7896.0,202.0
Moldova,2020-05-31,8251,8098.0,153.0
